request#,latency_ms,success
2892,4.39,yes
2893,4.35,yes
2894,4.58,yes
2895,4.53,yes
2896,4.56,yes
2897,4.50,yes
2898,5.16,yes
2899,4.49,yes
2900,6.53,yes
2901,4.27,yes
2902,4.47,yes
2903,4.78,yes
2904,4.53,yes
2905,4.48,yes
2906,4.37,yes
2907,4.42,yes
2908,4.48,yes
2909,4.47,yes
2910,4.48,yes
2911,4.71,yes
2912,4.40,yes
2913,4.52,yes
2914,5.26,yes
2915,4.59,yes
2916,5.08,yes
2917,4.59,yes
2918,4.63,yes
2919,4.50,yes
2920,5.02,yes
2921,4.52,yes
2922,4.43,yes
2923,4.58,yes
2924,4.59,yes
2925,4.57,yes
2926,4.60,yes
2927,4.49,yes
2928,4.54,yes
2929,4.54,yes
2930,4.67,yes
2931,4.53,yes
2932,4.53,yes
2933,4.60,yes
2934,4.54,yes
2935,4.54,yes
2936,4.56,yes
2937,4.62,yes
2938,5.15,yes
2939,4.46,yes
2940,4.45,yes
2941,5.52,yes
2942,4.52,yes
2943,4.68,yes
2944,4.53,yes
2945,4.50,yes
2946,4.49,yes
2947,4.45,yes
2948,4.40,yes
2949,4.51,yes
2950,4.64,yes
2951,4.88,yes
2952,4.40,yes
2953,4.41,yes
2954,4.57,yes
2955,4.52,yes
2956,4.56,yes
2957,4.51,yes
2958,4.48,yes
2959,4.72,yes
2960,4.34,yes
2961,4.65,yes
2962,4.41,yes
2963,4.86,yes
2964,4.48,yes
2965,4.41,yes
2966,4.46,yes
2967,5.22,yes
2968,4.53,yes
2969,4.43,yes
2970,5.13,yes
2971,4.48,yes
2972,4.51,yes
2973,4.83,yes
2974,5.02,yes
2975,4.61,yes
2976,4.40,yes
2977,4.55,yes
2978,4.03,yes
2979,4.88,yes
2980,4.48,yes
2981,4.80,yes
2982,4.68,yes
2983,4.54,yes
2984,4.42,yes
2985,5.04,yes
2986,4.47,yes
2987,4.52,yes
2988,4.58,yes
2989,4.53,yes
2990,4.39,yes
2991,4.56,yes
2992,4.49,yes
2993,4.82,yes
2994,4.75,yes
2995,4.51,yes
2996,4.50,yes
2997,4.63,yes
2998,4.52,yes
2999,4.39,yes
3000,4.41,yes
3001,4.80,yes
3002,4.85,yes
3003,4.56,yes
3004,4.41,yes
3005,4.26,yes
3006,4.54,yes
3007,4.27,yes
3008,4.84,yes
3009,4.42,yes
3010,4.43,yes
3011,4.50,yes
3012,4.47,yes
3013,4.79,yes
3014,4.46,yes
3015,5.26,yes
3016,4.42,yes
3017,4.42,yes
3018,4.55,yes
3019,4.40,yes
3020,5.67,yes
3021,4.39,yes
3022,4.71,yes
3023,4.50,yes
3024,4.44,yes
3025,4.40,yes
3026,4.33,yes
3027,5.26,yes
3028,4.52,yes
3029,4.63,yes
3030,5.24,yes
3031,4.34,yes
3032,4.64,yes
3033,4.42,yes
3034,4.82,yes
3035,4.93,yes
3036,4.49,yes
3037,4.45,yes
3038,4.42,yes
3039,4.46,yes
3040,4.51,yes
3041,4.42,yes
3042,4.48,yes
3043,4.64,yes
3044,4.37,yes
3045,4.68,yes
3046,4.78,yes
3047,4.48,yes
3048,4.42,yes
3049,4.47,yes
3050,4.35,yes
3051,4.55,yes
3052,4.49,yes
3053,4.68,yes
3054,4.50,yes
3055,4.47,yes
3056,3.52,yes
3057,4.44,yes
3058,4.50,yes
3059,4.44,yes
3060,4.69,yes
3061,4.60,yes
3062,4.55,yes
3063,4.92,yes
3064,4.65,yes
3065,4.61,yes
3066,4.58,yes
3067,4.55,yes
3068,4.53,yes
3069,4.67,yes
3070,4.46,yes
3071,4.44,yes
3072,4.53,yes
3073,4.52,yes
3074,4.57,yes
3075,5.29,yes
3076,4.60,yes
3077,4.67,yes
3078,4.21,yes
3079,4.46,yes
3080,4.57,yes
3081,4.76,yes
3082,4.42,yes
3083,5.08,yes
3084,4.79,yes
3085,4.65,yes
3086,4.43,yes
3087,4.46,yes
3088,5.74,yes
3089,4.59,yes
3090,4.50,yes
3091,4.37,yes
3092,4.53,yes
3093,4.43,yes
3094,4.58,yes
3095,4.43,yes
3096,4.47,yes
3097,4.79,yes
3098,5.28,yes
3099,4.74,yes
3100,4.77,yes
3101,4.74,yes
3102,4.69,yes
3103,4.95,yes
3104,4.71,yes
3105,4.76,yes
3106,4.66,yes
3107,4.90,yes
3108,5.40,yes
3109,4.65,yes
3110,3.55,yes
3111,5.25,yes
3112,4.65,yes
3113,5.30,yes
3114,5.24,yes
3115,5.53,yes
3116,4.57,yes
3117,4.61,yes
3118,4.80,yes
3119,4.65,yes
3120,4.88,yes
3121,4.62,yes
3122,4.50,yes
3123,4.64,yes
3124,4.68,yes
3125,4.55,yes
3126,4.91,yes
3127,4.49,yes
3128,4.69,yes
3129,4.77,yes
3130,4.56,yes
3131,4.64,yes
3132,5.42,yes
3133,4.65,yes
3134,4.65,yes
3135,4.63,yes
3136,4.43,yes
3137,4.55,yes
3138,4.77,yes
3139,4.83,yes
3140,4.51,yes
3141,4.44,yes
3142,4.51,yes
3143,4.46,yes
3144,4.46,yes
3145,4.68,yes
3146,5.22,yes
3147,4.63,yes
3148,4.45,yes
3149,4.53,yes
3150,4.58,yes
3151,4.57,yes
3152,4.51,yes
3153,4.39,yes
3154,4.54,yes
3155,4.52,yes
3156,4.59,yes
3157,4.56,yes
3158,4.43,yes
3159,4.69,yes
3160,4.50,yes
3161,5.63,yes
3162,4.77,yes
3163,4.41,yes
3164,4.53,yes
3165,4.46,yes
3166,4.60,yes
3167,4.45,yes
3168,4.31,yes
3169,4.63,yes
3170,4.46,yes
3171,4.50,yes
3172,4.54,yes
3173,4.58,yes
3174,4.76,yes
3175,4.46,yes
3176,4.55,yes
3177,4.47,yes
3178,4.54,yes
3179,4.39,yes
3180,4.55,yes
3181,5.66,yes
3182,4.63,yes
3183,4.59,yes
3184,4.57,yes
3185,4.82,yes
3186,4.50,yes
3187,4.58,yes
3188,4.98,yes
3189,4.60,yes
3190,4.80,yes
3191,4.84,yes
3192,4.40,yes
3193,5.02,yes
3194,4.46,yes
3195,4.39,yes
3196,4.59,yes
3197,4.53,yes
3198,4.66,yes
3199,4.51,yes
3200,4.55,yes
3201,4.50,yes
3202,4.68,yes
3203,4.50,yes
3204,4.44,yes
3205,4.56,yes
3206,4.69,yes
3207,4.75,yes
3208,4.57,yes
3209,4.58,yes
3210,4.45,yes
3211,4.40,yes
3212,4.74,yes
3213,4.55,yes
3214,4.54,yes
3215,4.45,yes
3216,4.52,yes
3217,4.50,yes
3218,4.69,yes
3219,4.42,yes
3220,4.62,yes
3221,4.40,yes
3222,4.40,yes
3223,4.57,yes
3224,4.39,yes
3225,4.45,yes
3226,4.52,yes
3227,4.60,yes
3228,4.50,yes
3229,4.55,yes
3230,4.46,yes
3231,4.52,yes
3232,4.45,yes
3233,4.63,yes
3234,4.49,yes
3235,4.40,yes
3236,4.47,yes
3237,4.48,yes
3238,4.71,yes
3239,4.50,yes
3240,4.55,yes
3241,4.60,yes
3242,4.50,yes
3243,4.52,yes
3244,4.46,yes
3245,4.54,yes
3246,4.42,yes
3247,4.36,yes
3248,7.63,yes
3249,4.49,yes
3250,4.44,yes
3251,4.49,yes
3252,5.95,yes
3253,4.96,yes
3254,5.63,yes
3255,4.48,yes
3256,5.23,yes
3257,4.52,yes
3258,4.51,yes
3259,4.59,yes
3260,4.50,yes
3261,4.57,yes
3262,4.40,yes
3263,4.48,yes
3264,4.76,yes
3265,4.55,yes
3266,4.75,yes
3267,4.43,yes
3268,4.34,yes
3269,4.52,yes
3270,4.52,yes
3271,4.77,yes
3272,4.69,yes
3273,4.53,yes
3274,4.70,yes
3275,4.64,yes
3276,4.54,yes
3277,4.69,yes
3278,4.95,yes
3279,4.45,yes
3280,4.93,yes
3281,4.39,yes
3282,4.80,yes
3283,4.67,yes
3284,5.16,yes
3285,4.50,yes
3286,4.47,yes
3287,4.44,yes
3288,5.03,yes
3289,4.82,yes
3290,4.52,yes
3291,4.51,yes
3292,3.68,yes
3293,4.48,yes
3294,5.05,yes
3295,5.04,yes
3296,4.48,yes
3297,4.43,yes
3298,4.51,yes
3299,4.46,yes
3300,4.50,yes
3301,4.32,yes
3302,3.29,yes
3303,4.46,yes
3304,4.47,yes
3305,4.77,yes
3306,4.63,yes
3307,7.59,yes
3308,4.48,yes
3309,4.66,yes
3310,4.46,yes
3311,4.74,yes
3312,5.23,yes
3313,4.51,yes
3314,4.39,yes
3315,4.58,yes
3316,4.58,yes
3317,4.72,yes
3318,4.64,yes
3319,4.44,yes
3320,4.81,yes
3321,4.48,yes
3322,4.63,yes
3323,4.41,yes
3324,4.71,yes
3325,4.47,yes
3326,4.55,yes
3327,4.57,yes
3328,4.63,yes
3329,4.48,yes
3330,5.07,yes
3331,4.76,yes
3332,4.51,yes
3333,4.95,yes
3334,4.93,yes
3335,4.97,yes
3336,4.49,yes
3337,4.58,yes
3338,4.44,yes
3339,5.60,yes
3340,4.63,yes
3341,5.24,yes
3342,4.53,yes
3343,4.57,yes
3344,4.39,yes
3345,4.40,yes
3346,4.70,yes
3347,4.41,yes
3348,4.42,yes
3349,4.51,yes
3350,4.43,yes
3351,4.75,yes
3352,4.76,yes
3353,4.86,yes
3354,4.60,yes
3355,4.60,yes
3356,5.39,yes
3357,4.38,yes
3358,4.40,yes
3359,4.51,yes
3360,4.86,yes
3361,4.70,yes
3362,4.54,yes
3363,4.78,yes
3364,4.48,yes
3365,4.62,yes
3366,4.41,yes
3367,4.53,yes
3368,4.76,yes
3369,4.50,yes
3370,4.47,yes
3371,4.66,yes
3372,4.51,yes
3373,4.57,yes
3374,4.51,yes
3375,4.51,yes
3376,4.44,yes
3377,4.49,yes
3378,4.85,yes
3379,4.84,yes
3380,4.49,yes
3381,4.45,yes
3382,5.47,yes
3383,4.59,yes
3384,5.11,yes
3385,4.51,yes
3386,4.54,yes
3387,4.47,yes
3388,4.47,yes
3389,4.49,yes
3390,4.79,yes
3391,5.36,yes
3392,5.03,yes
3393,5.05,yes
3394,5.08,yes
3395,4.48,yes
3396,4.57,yes
3397,4.82,yes
3398,4.53,yes
3399,4.52,yes
3400,4.50,yes
3401,4.41,yes
3402,5.53,yes
3403,4.43,yes
3404,4.60,yes
3405,4.46,yes
3406,4.40,yes
3407,4.82,yes
3408,4.32,yes
3409,4.55,yes
3410,4.44,yes
3411,4.49,yes
3412,4.53,yes
3413,4.45,yes
3414,4.76,yes
3415,4.56,yes
3416,3.71,yes
3417,4.02,yes
3418,4.47,yes
3419,4.44,yes
3420,4.59,yes
3421,4.53,yes
3422,4.45,yes
3423,4.45,yes
3424,4.81,yes
3425,4.40,yes
3426,4.44,yes
3427,4.34,yes
3428,5.18,yes
3429,4.54,yes
3430,4.67,yes
3431,4.47,yes
3432,4.45,yes
3433,4.58,yes
3434,5.06,yes
3435,4.52,yes
3436,4.57,yes
3437,4.04,yes
3438,4.66,yes
3439,4.70,yes
3440,4.66,yes
3441,4.50,yes
3442,4.80,yes
3443,4.00,yes
3444,4.50,yes
3445,4.55,yes
3446,4.55,yes
3447,4.68,yes
3448,4.72,yes
3449,4.52,yes
3450,4.46,yes
3451,4.74,yes
3452,4.44,yes
3453,4.47,yes
3454,5.63,yes
3455,4.53,yes
3456,4.35,yes
3457,4.38,yes
3458,4.41,yes
3459,4.39,yes
3460,4.42,yes
3461,4.43,yes
3462,4.41,yes
3463,4.47,yes
3464,4.54,yes
3465,4.71,yes
3466,4.48,yes
3467,4.36,yes
3468,4.41,yes
3469,4.64,yes
3470,4.29,yes
3471,4.45,yes
3472,4.48,yes
3473,4.54,yes
3474,4.41,yes
3475,4.49,yes
3476,4.39,yes
3477,4.49,yes
3478,4.51,yes
3479,4.49,yes
3480,4.44,yes
3481,4.49,yes
3482,3.60,yes
3483,5.35,yes
3484,5.25,yes
3485,4.71,yes
3486,4.51,yes
3487,4.44,yes
3488,4.52,yes
3489,4.61,yes
3490,4.52,yes
3491,4.42,yes
3492,4.51,yes
3493,4.50,yes
3494,4.48,yes
3495,4.49,yes
3496,4.32,yes
3497,4.48,yes
3498,4.37,yes
3499,4.49,yes
3500,4.44,yes
3501,4.51,yes
3502,4.37,yes
3503,5.11,yes
3504,4.44,yes
3505,4.45,yes
3506,4.89,yes
3507,4.57,yes
3508,5.01,yes
3509,4.61,yes
3510,4.47,yes
3511,4.44,yes
3512,4.35,yes
3513,4.45,yes
3514,4.79,yes
3515,4.50,yes
3516,4.39,yes
3517,5.19,yes
3518,4.46,yes
3519,4.38,yes
3520,4.50,yes
3521,4.41,yes
3522,4.44,yes
3523,4.58,yes
3524,4.40,yes
3525,4.49,yes
3526,4.79,yes
3527,4.45,yes
3528,4.39,yes
3529,4.42,yes
3530,4.73,yes
3531,4.54,yes
3532,4.53,yes
3533,4.43,yes
3534,4.49,yes
3535,4.62,yes
3536,4.16,yes
3537,4.49,yes
3538,4.50,yes
3539,4.53,yes
3540,4.43,yes
3541,4.31,yes
3542,4.74,yes
3543,4.42,yes
3544,4.43,yes
3545,4.46,yes
3546,4.59,yes
3547,4.66,yes
3548,4.40,yes
3549,4.52,yes
3550,4.60,yes
3551,4.48,yes
3552,4.59,yes
3553,4.49,yes
3554,5.12,yes
3555,4.42,yes
3556,4.66,yes
3557,4.46,yes
3558,4.37,yes
3559,4.50,yes
3560,4.40,yes
3561,4.57,yes
3562,5.16,yes
3563,4.53,yes
3564,4.57,yes
3565,4.38,yes
3566,4.41,yes
3567,4.80,yes
3568,5.22,yes
3569,4.70,yes
3570,4.71,yes
3571,4.50,yes
3572,4.40,yes
3573,4.45,yes
3574,4.53,yes
3575,4.42,yes
3576,4.44,yes
3577,4.38,yes
3578,4.53,yes
3579,4.50,yes
3580,4.46,yes
3581,5.07,yes
3582,4.37,yes
3583,4.42,yes
3584,4.47,yes
3585,4.58,yes
3586,4.46,yes
3587,4.47,yes
3588,4.52,yes
3589,4.36,yes
3590,4.44,yes
3591,4.50,yes
3592,4.40,yes
3593,4.41,yes
3594,4.48,yes
3595,4.74,yes
3596,4.46,yes
3597,4.45,yes
3598,4.52,yes
3599,4.54,yes
3600,4.49,yes
3601,4.67,yes
3602,4.42,yes
3603,4.52,yes
3604,4.48,yes
3605,5.17,yes
3606,4.47,yes
3607,4.49,yes
3608,4.53,yes
3609,4.50,yes
3610,4.35,yes
3611,4.53,yes
3612,4.88,yes
3613,4.54,yes
3614,4.43,yes
3615,4.51,yes
3616,4.49,yes
3617,4.47,yes
3618,4.80,yes
3619,4.49,yes
3620,4.51,yes
3621,4.52,yes
3622,4.39,yes
3623,4.45,yes
3624,4.49,yes
3625,4.50,yes
3626,4.50,yes
3627,4.47,yes
3628,4.46,yes
3629,4.43,yes
3630,4.49,yes
3631,4.52,yes
3632,4.49,yes
3633,4.55,yes
3634,4.50,yes
3635,4.53,yes
3636,4.63,yes
3637,4.60,yes
3638,4.68,yes
3639,4.54,yes
3640,4.78,yes
3641,4.52,yes
3642,4.57,yes
3643,4.60,yes
3644,4.49,yes
3645,4.90,yes
3646,5.25,yes
3647,4.58,yes
3648,4.71,yes
3649,4.43,yes
3650,4.60,yes
3651,4.76,yes
3652,4.81,yes
3653,4.52,yes
3654,4.56,yes
3655,4.87,yes
3656,4.49,yes
3657,4.47,yes
3658,4.53,yes
3659,4.86,yes
3660,4.41,yes
3661,4.50,yes
3662,5.17,yes
3663,4.49,yes
3664,4.63,yes
3665,4.57,yes
3666,5.25,yes
3667,4.45,yes
3668,4.57,yes
3669,4.51,yes
3670,4.62,yes
3671,4.51,yes
3672,4.54,yes
3673,4.38,yes
3674,4.45,yes
3675,4.90,yes
3676,4.55,yes
3677,4.58,yes
3678,4.50,yes
3679,4.57,yes
3680,4.45,yes
3681,4.52,yes
3682,5.07,yes
3683,4.86,yes
3684,4.54,yes
3685,4.54,yes
3686,4.58,yes
3687,4.57,yes
3688,4.54,yes
3689,4.47,yes
3690,4.45,yes
3691,4.42,yes
3692,4.44,yes
3693,4.51,yes
3694,4.60,yes
3695,4.60,yes
3696,4.53,yes
3697,4.46,yes
3698,4.35,yes
3699,4.36,yes
3700,4.59,yes
3701,4.30,yes
3702,4.53,yes
3703,4.41,yes
3704,4.30,yes
3705,5.22,yes
3706,4.64,yes
3707,4.53,yes
3708,4.51,yes
3709,4.49,yes
3710,4.52,yes
3711,4.60,yes
3712,4.60,yes
3713,4.57,yes
3714,5.26,yes
3715,4.53,yes
3716,4.28,yes
3717,4.77,yes
3718,4.57,yes
3719,4.53,yes
3720,4.68,yes
3721,4.51,yes
3722,4.84,yes
3723,4.51,yes
3724,4.52,yes
3725,4.49,yes
3726,4.64,yes
3727,4.44,yes
3728,4.45,yes
3729,4.47,yes
3730,4.57,yes
3731,4.80,yes
3732,4.47,yes
3733,4.88,yes
3734,4.91,yes
3735,4.70,yes
3736,4.48,yes
3737,4.59,yes
3738,4.45,yes
3739,4.62,yes
3740,4.54,yes
3741,4.44,yes
3742,4.34,yes
3743,4.45,yes
3744,4.51,yes
3745,4.58,yes
3746,4.47,yes
3747,4.51,yes
3748,4.50,yes
3749,4.41,yes
3750,5.11,yes
3751,4.38,yes
3752,4.36,yes
3753,4.53,yes
3754,5.20,yes
3755,4.71,yes
3756,5.22,yes
3757,4.39,yes
3758,4.53,yes
3759,4.50,yes
3760,4.43,yes
3761,4.46,yes
3762,4.57,yes
3763,4.56,yes
3764,4.44,yes
3765,4.52,yes
3766,4.38,yes
3767,4.36,yes
3768,4.47,yes
3769,4.50,yes
3770,4.61,yes
3771,4.72,yes
3772,4.72,yes
3773,4.39,yes
3774,4.48,yes
3775,4.48,yes
3776,4.43,yes
3777,4.72,yes
3778,4.42,yes
3779,4.61,yes
3780,4.55,yes
3781,4.50,yes
3782,4.63,yes
3783,5.51,yes
3784,4.68,yes
3785,4.63,yes
3786,4.83,yes
3787,4.65,yes
3788,4.67,yes
3789,4.51,yes
3790,4.57,yes
3791,4.53,yes
3792,4.66,yes
3793,4.60,yes
3794,4.70,yes
3795,4.67,yes
3796,5.20,yes
3797,4.65,yes
3798,4.73,yes
3799,4.28,yes
3800,4.67,yes
3801,4.76,yes
3802,4.61,yes
3803,4.86,yes
3804,5.00,yes
3805,4.62,yes
3806,4.72,yes
3807,4.91,yes
3808,4.51,yes
3809,4.82,yes
3810,4.76,yes
3811,4.73,yes
3812,4.67,yes
3813,4.16,yes
3814,4.46,yes
3815,4.37,yes
3816,4.64,yes
3817,4.44,yes
3818,4.44,yes
3819,4.61,yes
3820,4.43,yes
3821,4.49,yes
3822,4.33,yes
3823,4.85,yes
3824,4.37,yes
3825,4.46,yes
3826,3.31,yes
3827,5.07,yes
3828,4.53,yes
3829,4.48,yes
3830,4.36,yes
3831,4.47,yes
3832,4.47,yes
3833,5.81,yes
3834,4.49,yes
3835,4.41,yes
3836,4.35,yes
3837,4.48,yes
3838,4.52,yes
3839,4.46,yes
3840,4.44,yes
3841,4.52,yes
3842,4.47,yes
3843,4.54,yes
3844,4.50,yes
3845,4.45,yes
3846,5.20,yes
3847,4.53,yes
3848,4.58,yes
3849,4.52,yes
3850,4.56,yes
3851,4.74,yes
3852,4.57,yes
3853,3.08,yes
3854,4.62,yes
3855,4.85,yes
3856,4.56,yes
3857,4.52,yes
3858,4.49,yes
3859,4.50,yes
3860,4.66,yes
3861,4.41,yes
3862,5.24,yes
3863,4.67,yes
3864,4.63,yes
3865,4.69,yes
3866,4.57,yes
3867,4.59,yes
3868,4.56,yes
3869,4.84,yes
3870,3.50,yes
3871,5.24,yes
3872,4.90,yes
3873,4.51,yes
3874,4.67,yes
3875,4.73,yes
3876,4.67,yes
3877,4.53,yes
3878,4.72,yes
3879,4.67,yes
3880,4.46,yes
3881,4.61,yes
3882,4.66,yes
3883,4.56,yes
3884,4.56,yes
3885,4.62,yes
3886,4.66,yes
3887,4.55,yes
3888,4.69,yes
3889,4.58,yes
3890,4.95,yes
3891,4.70,yes
3892,4.81,yes
3893,4.53,yes
3894,4.49,yes
3895,4.46,yes
3896,4.57,yes
3897,4.50,yes
3898,4.56,yes
3899,4.52,yes
3900,4.54,yes
3901,4.43,yes
3902,4.48,yes
3903,4.48,yes
3904,5.04,yes
3905,4.49,yes
3906,4.53,yes
3907,4.87,yes
3908,4.45,yes
3909,4.32,yes
3910,4.48,yes
3911,4.44,yes
3912,4.36,yes
3913,4.42,yes
3914,4.45,yes
3915,4.50,yes
3916,5.33,yes
3917,4.92,yes
3918,4.58,yes
3919,4.43,yes
3920,4.45,yes
3921,4.52,yes
3922,4.51,yes
3923,4.46,yes
3924,4.47,yes
3925,4.66,yes
3926,4.78,yes
3927,4.58,yes
3928,4.43,yes
3929,4.52,yes
3930,5.18,yes
3931,4.55,yes
3932,4.50,yes
3933,4.51,yes
3934,4.48,yes
3935,4.44,yes
3936,4.98,yes
3937,4.41,yes
3938,5.24,yes
3939,4.46,yes
3940,4.42,yes
3941,4.45,yes
3942,4.76,yes
3943,4.37,yes
3944,4.38,yes
3945,4.53,yes
3946,4.58,yes
3947,4.56,yes
3948,6.36,yes
3949,4.82,yes
3950,4.57,yes
3951,4.78,yes
3952,4.58,yes
3953,5.20,yes
3954,4.61,yes
3955,4.53,yes
3956,4.55,yes
3957,4.93,yes
3958,4.97,yes
3959,4.81,yes
3960,4.73,yes
3961,4.58,yes
3962,4.53,yes
3963,4.73,yes
3964,4.75,yes
3965,4.72,yes
3966,4.86,yes
3967,5.24,yes
3968,4.81,yes
3969,4.84,yes
3970,4.37,yes
3971,4.41,yes
3972,4.79,yes
3973,4.70,yes
3974,4.70,yes
3975,4.36,yes
3976,4.51,yes
3977,4.66,yes
3978,4.89,yes
3979,4.58,yes
3980,4.78,yes
3981,4.35,yes
3982,4.56,yes
3983,4.47,yes
3984,4.78,yes
3985,4.48,yes
3986,5.96,yes
3987,4.66,yes
3988,5.28,yes
3989,5.08,yes
3990,4.46,yes
3991,5.01,yes
3992,4.62,yes
3993,4.46,yes
3994,4.85,yes
3995,4.46,yes
3996,5.10,yes
3997,5.12,yes
3998,4.58,yes
3999,4.47,yes
4000,4.53,yes
4001,4.44,yes
4002,4.45,yes
4003,4.36,yes
4004,4.45,yes
4005,4.47,yes
4006,4.80,yes
4007,4.41,yes
4008,5.03,yes
4009,4.68,yes
4010,4.52,yes
4011,4.56,yes
4012,4.52,yes
4013,4.65,yes
4014,4.60,yes
4015,5.03,yes
4016,4.48,yes
4017,4.67,yes
4018,4.39,yes
4019,4.43,yes
4020,4.47,yes
4021,4.42,yes
4022,4.39,yes
4023,4.40,yes
4024,5.09,yes
4025,4.45,yes
4026,4.56,yes
4027,4.47,yes
4028,4.38,yes
4029,4.94,yes
4030,4.69,yes
4031,4.60,yes
4032,4.42,yes
4033,5.34,yes
4034,4.44,yes
4035,4.77,yes
4036,4.49,yes
4037,4.49,yes
4038,4.46,yes
4039,4.43,yes
4040,4.55,yes
4041,4.45,yes
4042,4.55,yes
4043,4.80,yes
4044,4.56,yes
4045,4.84,yes
4046,4.45,yes
4047,4.70,yes
4048,4.46,yes
4049,4.43,yes
4050,4.45,yes
4051,4.80,yes
4052,5.36,yes
4053,4.46,yes
4054,4.36,yes
4055,4.43,yes
4056,4.41,yes
4057,4.51,yes
4058,4.77,yes
4059,5.18,yes
4060,4.47,yes
4061,4.83,yes
4062,3.52,yes
4063,4.48,yes
4064,4.44,yes
4065,4.38,yes
4066,5.22,yes
4067,5.75,yes
4068,4.35,yes
4069,4.52,yes
4070,4.42,yes
4071,4.37,yes
4072,4.51,yes
4073,4.51,yes
4074,4.49,yes
4075,4.53,yes
4076,5.58,yes
4077,4.55,yes
4078,4.55,yes
4079,4.48,yes
4080,4.91,yes
4081,4.51,yes
4082,5.10,yes
4083,4.58,yes
4084,4.85,yes
4085,4.67,yes
4086,4.70,yes
4087,4.39,yes
4088,4.49,yes
4089,4.47,yes
4090,4.38,yes
4091,4.59,yes
4092,4.44,yes
4093,4.72,yes
4094,4.52,yes
4095,4.82,yes
4096,4.55,yes
4097,4.51,yes
4098,4.67,yes
4099,4.37,yes
4100,4.49,yes
4101,4.41,yes
4102,4.54,yes
4103,4.55,yes
4104,4.38,yes
4105,4.47,yes
4106,4.42,yes
4107,4.42,yes
4108,5.00,yes
4109,4.45,yes
4110,4.49,yes
4111,4.79,yes
4112,4.50,yes
4113,4.58,yes
4114,4.50,yes
4115,4.51,yes
4116,4.59,yes
4117,4.53,yes
4118,5.27,yes
4119,4.58,yes
4120,4.53,yes
4121,5.77,yes
4122,4.61,yes
4123,4.44,yes
4124,4.48,yes
4125,4.41,yes
4126,4.42,yes
4127,4.50,yes
4128,4.42,yes
4129,4.36,yes
4130,4.46,yes
4131,4.42,yes
4132,4.39,yes
4133,4.48,yes
4134,4.43,yes
4135,4.50,yes
4136,4.49,yes
4137,4.50,yes
4138,4.55,yes
4139,4.55,yes
4140,4.59,yes
4141,4.82,yes
4142,4.77,yes
4143,4.45,yes
4144,4.57,yes
4145,4.59,yes
4146,4.43,yes
4147,4.55,yes
4148,4.47,yes
4149,4.50,yes
4150,4.46,yes
4151,4.46,yes
4152,4.46,yes
4153,4.48,yes
4154,4.45,yes
4155,4.55,yes
4156,4.41,yes
4157,4.32,yes
4158,3.99,yes
4159,4.53,yes
4160,4.47,yes
4161,4.37,yes
4162,5.30,yes
4163,4.45,yes
4164,4.51,yes
4165,4.76,yes
4166,4.84,yes
4167,4.44,yes
4168,4.86,yes
4169,4.53,yes
4170,4.66,yes
4171,5.18,yes
4172,4.82,yes
4173,4.35,yes
4174,4.48,yes
4175,4.59,yes
4176,4.59,yes
4177,4.57,yes
4178,4.51,yes
4179,4.47,yes
4180,4.51,yes
4181,4.46,yes
4182,4.38,yes
4183,4.42,yes
4184,4.75,yes
4185,4.59,yes
4186,4.37,yes
4187,4.82,yes
4188,4.60,yes
4189,4.91,yes
4190,4.55,yes
4191,4.54,yes
4192,5.27,yes
4193,5.54,yes
4194,4.59,yes
4195,4.58,yes
4196,4.50,yes
4197,4.61,yes
4198,4.86,yes
4199,4.49,yes
4200,4.39,yes
4201,4.55,yes
4202,4.48,yes
4203,4.49,yes
4204,4.46,yes
4205,4.56,yes
4206,4.52,yes
4207,4.48,yes
4208,4.53,yes
4209,4.36,yes
4210,4.50,yes
4211,4.47,yes
4212,4.46,yes
4213,5.39,yes
4214,4.69,yes
4215,4.48,yes
4216,4.46,yes
4217,4.87,yes
4218,4.55,yes
4219,4.57,yes
4220,4.57,yes
4221,4.56,yes
4222,4.55,yes
4223,5.80,yes
4224,4.47,yes
4225,4.55,yes
4226,4.65,yes
4227,5.39,yes
4228,4.51,yes
4229,5.00,yes
4230,4.61,yes
4231,4.55,yes
4232,4.64,yes
4233,4.49,yes
4234,4.53,yes
4235,4.55,yes
4236,4.49,yes
4237,4.49,yes
4238,4.79,yes
4239,4.77,yes
4240,4.53,yes
4241,7.75,yes
4242,4.38,yes
4243,4.49,yes
4244,4.44,yes
4245,4.51,yes
4246,4.52,yes
4247,4.50,yes
4248,4.45,yes
4249,4.44,yes
4250,4.47,yes
4251,4.46,yes
4252,4.73,yes
4253,4.57,yes
4254,4.62,yes
4255,4.72,yes
4256,4.50,yes
4257,4.51,yes
4258,4.53,yes
4259,4.52,yes
4260,4.38,yes
4261,4.44,yes
4262,4.16,yes
4263,4.70,yes
4264,4.53,yes
4265,4.54,yes
4266,4.52,yes
4267,4.40,yes
4268,4.48,yes
4269,4.56,yes
4270,4.49,yes
4271,4.53,yes
4272,5.17,yes
4273,5.04,yes
4274,4.57,yes
4275,4.51,yes
4276,4.45,yes
4277,4.55,yes
4278,5.45,yes
4279,4.69,yes
4280,4.52,yes
4281,4.54,yes
4282,4.58,yes
4283,4.57,yes
4284,4.54,yes
4285,4.80,yes
4286,4.51,yes
4287,4.54,yes
4288,4.97,yes
4289,4.56,yes
