index,latency_ms
1665,4.450000
1666,4.760000
1667,4.600000
1668,4.600000
1669,4.560000
1670,5.390000
1671,4.510000
1672,4.530000
1673,5.020000
1674,4.450000
1675,4.430000
1676,4.450000
1677,4.430000
1678,4.500000
1679,4.570000
1680,4.730000
1681,4.570000
1682,4.840000
1683,4.510000
1684,4.610000
1685,4.530000
1686,4.590000
1687,4.540000
1688,4.810000
1689,4.450000
1690,4.980000
1691,4.560000
1692,4.520000
1693,4.520000
1694,4.540000
1695,4.480000
1696,4.400000
1697,4.790000
1698,4.750000
1699,4.480000
1700,4.600000
1701,4.410000
1702,4.440000
1703,4.630000
1704,4.350000
1705,4.950000
1706,4.780000
1707,4.510000
1708,4.690000
1709,4.470000
1710,4.460000
1711,4.450000
1712,4.530000
1713,4.440000
1714,4.440000
1715,4.410000
1716,4.730000
1717,4.420000
1718,4.420000
1719,4.510000
1720,4.840000
1721,5.520000
1722,5.750000
1723,4.620000
1724,4.810000
1725,4.710000
1726,4.810000
1727,5.170000
1728,4.520000
1729,4.440000
1730,5.360000
1731,4.810000
1732,4.560000
1733,4.690000
1734,4.400000
1735,4.600000
1736,4.510000
1737,4.480000
1738,4.480000
1739,4.520000
1740,4.480000
1741,4.550000
1742,4.500000
1743,4.540000
1744,4.610000
1745,4.550000
1746,4.470000
1747,4.640000
1748,4.790000
1749,4.550000
1750,4.780000
1751,4.550000
1752,4.430000
1753,5.040000
1754,4.600000
1755,4.720000
1756,4.730000
1757,4.910000
1758,4.540000
1759,4.430000
1760,4.680000
1761,4.830000
1762,4.540000
1763,4.420000
1764,4.300000
1765,4.490000
1766,4.450000
1767,4.420000
1768,4.550000
1769,4.540000
1770,4.560000
1771,4.500000
1772,4.490000
1773,4.880000
1774,4.500000
1775,4.490000
1776,4.550000
1777,4.430000
1778,4.950000
1779,5.180000
1780,4.340000
1781,4.840000
1782,4.750000
1783,4.910000
1784,4.630000
1785,4.910000
1786,4.450000
1787,4.600000
1788,5.130000
1789,4.390000
1790,4.410000
1791,4.630000
1792,4.360000
1793,4.550000
1794,4.470000
1795,4.510000
1796,4.470000
1797,4.480000
1798,4.510000
1799,4.460000
1800,4.570000
1801,4.480000
1802,4.550000
1803,4.400000
1804,4.680000
1805,4.620000
1806,4.660000
1807,4.450000
1808,5.120000
1809,4.610000
1810,5.320000
1811,4.530000
1812,4.590000
1813,4.580000
1814,4.710000
1815,4.460000
1816,4.560000
1817,4.490000
1818,4.930000
1819,4.830000
1820,4.890000
1821,4.530000
1822,4.920000
1823,5.610000
1824,4.970000
1825,4.530000
1826,4.790000
1827,4.560000
1828,4.590000
1829,4.530000
1830,4.540000
1831,5.120000
1832,4.550000
1833,4.660000
1834,4.490000
1835,4.500000
1836,4.540000
1837,4.610000
1838,5.230000
1839,4.400000
1840,4.620000
1841,4.580000
1842,4.780000
1843,4.590000
1844,4.440000
1845,4.560000
1846,4.440000
1847,8.070000
1848,4.640000
1849,4.800000
1850,4.490000
1851,4.490000
1852,4.730000
1853,4.550000
1854,4.600000
1855,4.600000
1856,4.610000
1857,4.500000
1858,4.590000
1859,4.530000
1860,4.560000
1861,4.800000
1862,4.440000
1863,5.300000
1864,4.470000
1865,4.520000
1866,4.570000
1867,4.450000
1868,4.500000
